dataset,fold,method,init,mean_seconds,std_seconds,n_samples,n_features,size_proxy
australian,3,complexity_l1,raw_tabular,0.0013345001886288326,0.0001962232750831031,345,14,4830
australian,3,encoding,shared,0.1412061001174152,0.001268893975246099,345,14,4830
australian,3,feature_extraction,imagenet,0.12958586681634188,0.002553268198068315,345,512,176640
australian,3,hscore,imagenet,0.053720679972320794,0.001102610509537959,345,512,176640
australian,3,transrate,imagenet,0.010465259943157435,0.0013736859460582811,345,512,176640
australian,3,feature_extraction,random,0.12738266680389643,0.0017632321816405362,345,512,176640
australian,3,hscore,random,0.05435804007574916,0.0006110506541162158,345,512,176640
australian,3,transrate,random,0.009711039997637273,0.000378281291665927,345,512,176640
australian,4,complexity_22,raw_tabular,0.11079299993192156,0.0009667046782309705,345,14,4830
australian,4,complexity_n2,raw_tabular,0.012134299923976263,0.0003477617605510223,345,14,4830
australian,4,complexity_l1,raw_tabular,0.0012088998531301816,2.2416300925766466e-05,345,14,4830
australian,4,encoding,shared,0.14263406675308943,0.002762003169370109,345,14,4830
australian,4,feature_extraction,imagenet,0.13684829991931716,0.00014777937540087606,345,512,176640
australian,4,hscore,imagenet,0.05869969995692372,0.001546174087840261,345,512,176640
australian,4,transrate,imagenet,0.010609720181673766,0.0005135094132434911,345,512,176640
australian,4,feature_extraction,random,0.13724386676525077,0.00197226711444916,345,512,176640
australian,4,hscore,random,0.062072899751365186,0.0035479533327842237,345,512,176640
australian,4,transrate,random,0.01051003998145461,0.0005195584624693419,345,512,176640
australian,5,complexity_22,raw_tabular,0.11502706678584218,0.001972795148492796,345,14,4830
australian,5,complexity_n2,raw_tabular,0.012965566633890072,0.00022657772532811327,345,14,4830
australian,5,complexity_l1,raw_tabular,0.0015222998335957527,9.438865820272243e-05,345,14,4830
australian,5,encoding,shared,0.1413875666136543,0.0003451675324085209,345,14,4830
australian,5,feature_extraction,imagenet,0.13135900006939968,0.005463773594194892,345,512,176640
australian,5,hscore,imagenet,0.05448248004540801,0.002319425950718099,345,512,176640
australian,5,transrate,imagenet,0.010041799955070018,0.00046693805021910467,345,512,176640
australian,5,feature_extraction,random,0.13406746663774052,0.0027888166910032914,345,512,176640
australian,5,hscore,random,0.05828441996127367,0.0016203618368801742,345,512,176640
australian,5,transrate,random,0.010662459954619407,0.0003768005885464066,345,512,176640
australian,6,complexity_22,raw_tabular,0.10929456648106377,0.002174135578528068,345,14,4830
australian,6,complexity_n2,raw_tabular,0.01280050010730823,0.00024344359825599553,345,14,4830
australian,6,complexity_l1,raw_tabular,0.0012873997911810875,1.5678092085431638e-05,345,14,4830
australian,6,encoding,shared,0.1420797665293018,0.0006123984298324594,345,14,4830
australian,6,feature_extraction,imagenet,0.1314235000560681,0.003617372922627597,345,512,176640
australian,6,hscore,imagenet,0.05647614002227783,0.001373852292736734,345,512,176640
australian,6,transrate,imagenet,0.009441820066422224,0.00017243950815632846,345,512,176640
australian,6,feature_extraction,random,0.1317891334183514,0.003872950678093159,345,512,176640
australian,6,hscore,random,0.056460079923272136,0.0015052853799094928,345,512,176640
australian,6,transrate,random,0.010043619852513074,0.0005331415951463565,345,512,176640
australian,7,complexity_22,raw_tabular,0.11082116654142737,0.0008286748424746218,345,14,4830
australian,7,complexity_n2,raw_tabular,0.012075566531469425,6.977633083218262e-05,345,14,4830
australian,7,complexity_l1,raw_tabular,0.0012332332941393058,3.58267218803539e-05,345,14,4830
australian,7,encoding,shared,0.13851470003525415,0.00019034650101817626,345,14,4830
australian,7,feature_extraction,imagenet,0.12729136661315957,0.000608694462565115,345,512,176640
australian,7,hscore,imagenet,0.05336124012246728,0.0011056265945622327,345,512,176640
australian,7,transrate,imagenet,0.010047459974884987,0.0003736516529131282,345,512,176640
australian,7,feature_extraction,random,0.1324708666652441,0.0017135145153804677,345,512,176640
australian,7,hscore,random,0.053527940064668655,0.0007344319085434979,345,512,176640
australian,7,transrate,random,0.00961924009025097,0.0003149412636815815,345,512,176640
australian,8,complexity_22,raw_tabular,0.11031123328333099,0.0011529500675551544,345,14,4830
australian,8,complexity_n2,raw_tabular,0.012299933160344759,8.396362803908016e-05,345,14,4830
australian,8,complexity_l1,raw_tabular,0.0016320000092188518,0.000200945210684716,345,14,4830
australian,8,encoding,shared,0.14310836667815843,0.002379519814816685,345,14,4830
australian,8,feature_extraction,imagenet,0.1338378000073135,0.0041144528306708535,345,512,176640
australian,8,hscore,imagenet,0.053572940081357955,0.001585358323392534,345,512,176640
australian,8,transrate,imagenet,0.010553100053220988,0.0010072834167859875,345,512,176640
australian,8,feature_extraction,random,0.1288197667648395,0.0018548797790845734,345,512,176640
australian,8,hscore,random,0.05389670003205538,0.0010949346277891034,345,512,176640
australian,8,transrate,random,0.009938699938356877,0.00032924028760708974,345,512,176640
australian,9,complexity_22,raw_tabular,0.1082799001596868,0.0006598271668619731,345,14,4830
australian,9,complexity_n2,raw_tabular,0.012036833291252455,0.00031100818097842906,345,14,4830
australian,9,complexity_l1,raw_tabular,0.0012480666240056355,2.5824622232996246e-05,345,14,4830
australian,9,encoding,shared,0.1431896664823095,0.0014235999503326364,345,14,4830
australian,9,feature_extraction,imagenet,0.12904183333739638,0.004629183647231207,345,512,176640
australian,9,hscore,imagenet,0.05428111990913749,0.0007067426930445699,345,512,176640
australian,9,transrate,imagenet,0.009853340033441783,0.0003701687535304902,345,512,176640
australian,9,feature_extraction,random,0.12669306667521596,0.00045177759108095116,345,512,176640
australian,9,hscore,random,0.05446782009676099,0.0017707698326538681,345,512,176640
australian,9,transrate,random,0.010231119953095913,0.0007935362280229647,345,512,176640
banknote,0,complexity_22,raw_tabular,0.30840303329750896,0.0010787479499833224,686,4,2744
banknote,0,complexity_n2,raw_tabular,0.020684866855541866,0.00017794270440296483,686,4,2744
banknote,0,complexity_l1,raw_tabular,0.0006376664775113264,4.853091950378158e-05,686,4,2744
banknote,0,encoding,shared,0.26852453329289955,0.004424831721056379,686,4,2744
banknote,0,feature_extraction,imagenet,0.2595913334128757,0.003459288214617019,686,512,351232
banknote,0,hscore,imagenet,0.05768445990979672,0.0012554489711631286,686,512,351232
banknote,0,transrate,imagenet,0.01291003990918398,0.0006689959206788757,686,512,351232
banknote,0,feature_extraction,random,0.25100806665917236,0.0013609632287932298,686,512,351232
banknote,0,hscore,random,0.062062319926917554,0.001226450858962187,686,512,351232
banknote,0,transrate,random,0.012269100081175566,0.000399341913341968,686,512,351232
banknote,1,complexity_22,raw_tabular,0.30571046673382324,0.0005413482550169996,686,4,2744
banknote,1,complexity_n2,raw_tabular,0.020031066766629618,0.0005324615119634977,686,4,2744
banknote,1,complexity_l1,raw_tabular,0.0006142333149909973,8.416074135944117e-06,686,4,2744
banknote,1,encoding,shared,0.268636266545703,0.0031184882967231356,686,4,2744
banknote,1,feature_extraction,imagenet,0.25890833341206115,0.003127816288515423,686,512,351232
banknote,1,hscore,imagenet,0.05794511996209621,0.0012049494841632482,686,512,351232
banknote,1,transrate,imagenet,0.01270329998806119,0.0004039156767765851,686,512,351232
banknote,1,feature_extraction,random,0.2617222334568699,0.00603201901932431,686,512,351232
banknote,1,hscore,random,0.06302105998620391,0.003968583978617933,686,512,351232
banknote,1,transrate,random,0.012539300136268139,0.0004029119743516572,686,512,351232
banknote,2,complexity_22,raw_tabular,0.3032341334037483,0.0009875207662634214,686,4,2744
banknote,2,complexity_n2,raw_tabular,0.020402733236551285,0.0002474231426550871,686,4,2744
banknote,2,complexity_l1,raw_tabular,0.0006303666159510612,1.4307267090336576e-05,686,4,2744
banknote,2,encoding,shared,0.2669791333998243,0.0018101688271899604,686,4,2744
banknote,2,feature_extraction,imagenet,0.26039533332611126,0.0019472829121666535,686,512,351232
banknote,2,hscore,imagenet,0.058688320033252236,0.001399342584258519,686,512,351232
banknote,2,transrate,imagenet,0.013155299983918668,0.0006309394553226062,686,512,351232
banknote,2,feature_extraction,random,0.25890646673118073,0.002930685470094875,686,512,351232
banknote,2,hscore,random,0.061716039944440124,0.0021468467077376528,686,512,351232
banknote,2,transrate,random,0.01394718000665307,0.000778750087212829,686,512,351232
banknote,3,complexity_22,raw_tabular,0.3051250334829092,0.003768024005062383,686,4,2744
banknote,3,complexity_n2,raw_tabular,0.020017099877198536,0.00024328149821197708,686,4,2744
banknote,3,complexity_l1,raw_tabular,0.0007056665296355883,0.00010405566625177422,686,4,2744
banknote,3,encoding,shared,0.27196999996279675,0.006525219112057291,686,4,2744
banknote,3,feature_extraction,imagenet,0.2619796001041929,0.0017629129932309553,686,512,351232
banknote,3,hscore,imagenet,0.058765559922903776,0.001327295517002856,686,512,351232
banknote,3,transrate,imagenet,0.012784679979085922,0.00024431384125543995,686,512,351232
banknote,3,feature_extraction,random,0.26000693331783015,0.010194917709249183,686,512,351232
banknote,3,hscore,random,0.06368230003863573,0.001681650247127028,686,512,351232
banknote,3,transrate,random,0.012455479986965657,0.0005071673259456138,686,512,351232
banknote,4,complexity_22,raw_tabular,0.3108066000665228,0.0028247439478025216,686,4,2744
banknote,4,complexity_n2,raw_tabular,0.020191466435790062,0.0001945988048068491,686,4,2744
banknote,4,complexity_l1,raw_tabular,0.0006948666026194891,9.203418031309449e-05,686,4,2744
banknote,4,encoding,shared,0.27597313343236846,0.0010489382092489566,686,4,2744
banknote,4,feature_extraction,imagenet,0.26609803332636756,0.006316578823518142,686,512,351232
banknote,4,hscore,imagenet,0.05809929994866252,0.0003238018908249715,686,512,351232
banknote,4,transrate,imagenet,0.012752180080860853,0.0005760194426046694,686,512,351232
banknote,4,feature_extraction,random,0.2611349664318065,0.0023182813373842015,686,512,351232
banknote,4,hscore,random,0.061894900072366,0.0006847851739388072,686,512,351232
banknote,4,transrate,random,0.012456780020147561,0.0001802987862445477,686,512,351232
banknote,5,complexity_22,raw_tabular,0.3063200665637851,0.004277098967280422,686,4,2744
banknote,5,complexity_n2,raw_tabular,0.021419233332077663,0.0003344327449406031,686,4,2744
banknote,5,complexity_l1,raw_tabular,0.0007212331208089987,0.00010106964202779989,686,4,2744
banknote,5,encoding,shared,0.2745405666840573,0.006531597017940416,686,4,2744
banknote,5,feature_extraction,imagenet,0.26174446661025286,0.0020471223342070884,686,512,351232
banknote,5,hscore,imagenet,0.058239079918712376,0.0006165294141841452,686,512,351232
banknote,5,transrate,imagenet,0.013437460083514452,0.001300466004492646,686,512,351232
banknote,5,feature_extraction,random,0.2561704333250721,0.0005854731860556462,686,512,351232
banknote,5,hscore,random,0.06407303996384144,0.000750815220643086,686,512,351232
banknote,5,transrate,random,0.013265039958059787,0.0005080772182034404,686,512,351232
banknote,6,complexity_22,raw_tabular,0.3078797000149886,0.001788636449285829,686,4,2744
banknote,6,complexity_n2,raw_tabular,0.019835200005521376,0.00039822710607533425,686,4,2744
banknote,6,complexity_l1,raw_tabular,0.0006604666511217753,6.711394202704154e-05,686,4,2744
banknote,6,encoding,shared,0.2646730998530984,0.0015425119278883773,686,4,2744
banknote,6,feature_extraction,imagenet,0.2711923667229712,0.006878588386533827,686,512,351232
banknote,6,hscore,imagenet,0.06014470001682639,0.0015227841190954227,686,512,351232
banknote,6,transrate,imagenet,0.012700479943305254,0.0004910009085261122,686,512,351232
banknote,6,feature_extraction,random,0.2631773000272612,0.003366952308588989,686,512,351232
banknote,6,hscore,random,0.06169353993609548,0.0010419545074377293,686,512,351232
banknote,6,transrate,random,0.012644459959119558,0.00037438793401195036,686,512,351232
banknote,7,complexity_22,raw_tabular,0.3085016001326342,0.0010493520111213982,686,4,2744
banknote,7,complexity_n2,raw_tabular,0.02060846658423543,0.0006448467329896006,686,4,2744
banknote,7,complexity_l1,raw_tabular,0.0006209999943772951,1.8154980582363646e-05,686,4,2744
banknote,7,encoding,shared,0.26892106669644517,0.002110731304908871,686,4,2744
banknote,7,feature_extraction,imagenet,0.2669253999677797,0.013086616270881913,686,512,351232
banknote,7,hscore,imagenet,0.061335640121251346,0.0004352435856641838,686,512,351232
banknote,7,transrate,imagenet,0.01303057987242937,0.0009776038969918396,686,512,351232
banknote,7,feature_extraction,random,0.25825243334596354,0.004869552877736706,686,512,351232
banknote,7,hscore,random,0.06467468002811075,0.0036553388408388362,686,512,351232
banknote,7,transrate,random,0.012693619821220636,0.000366198079248271,686,512,351232
banknote,8,complexity_22,raw_tabular,0.30893680003161234,0.003021654403338722,686,4,2744
banknote,8,complexity_n2,raw_tabular,0.02080386644229293,0.00019211124240246883,686,4,2744
banknote,8,complexity_l1,raw_tabular,0.0006151000658671061,3.2070743402010485e-05,686,4,2744
banknote,8,encoding,shared,0.29998859980454046,0.04313460901644234,686,4,2744
banknote,8,feature_extraction,imagenet,0.2703384665461878,0.00938552409801019,686,512,351232
banknote,8,hscore,imagenet,0.05983534008264542,0.000655885632388767,686,512,351232
banknote,8,transrate,imagenet,0.01262318016961217,0.00051669250192033,686,512,351232
banknote,8,feature_extraction,random,0.25128140005593497,0.004322754084200674,686,512,351232
banknote,8,hscore,random,0.060922099929302934,0.0012151614750264975,686,512,351232
banknote,8,transrate,random,0.012246560025960206,5.4701198526512893e-05,686,512,351232
banknote,9,complexity_22,raw_tabular,0.31031200010329485,0.0036223117546393493,686,4,2744
banknote,9,complexity_n2,raw_tabular,0.020767400041222572,0.00034193251376980315,686,4,2744
banknote,9,complexity_l1,raw_tabular,0.0006803668414553007,3.790042884528385e-05,686,4,2744
banknote,9,encoding,shared,0.27178673337524134,0.00044907131768670626,686,4,2744
banknote,9,feature_extraction,imagenet,0.2548289999055366,0.0045912620292973124,686,512,351232
banknote,9,hscore,imagenet,0.05870340000838041,0.0012192258811626112,686,512,351232
banknote,9,transrate,imagenet,0.012658299878239632,0.0005151969848314504,686,512,351232
banknote,9,feature_extraction,random,0.24977526674047112,0.0009162238592253249,686,512,351232
banknote,9,hscore,random,0.06060906006023288,0.0011383327516669697,686,512,351232
banknote,9,transrate,random,0.012815720029175281,0.0013484328099002023,686,512,351232
breastcancoimbra,0,complexity_22,raw_tabular,0.013056466666360697,0.0003664926579466525,58,9,522
breastcancoimbra,0,complexity_n2,raw_tabular,0.0002503334544599056,7.606124321166504e-05,58,9,522
breastcancoimbra,0,complexity_l1,raw_tabular,0.0005351998843252659,1.964797540801953e-05,58,9,522
breastcancoimbra,0,encoding,shared,0.05705760000273585,0.045479774142074006,58,9,522
breastcancoimbra,0,feature_extraction,imagenet,0.022131599796315033,0.0005637201773222042,58,512,29696
breastcancoimbra,0,hscore,imagenet,0.05174516001716256,0.00361183292268242,58,512,29696
breastcancoimbra,0,transrate,imagenet,0.007622859999537468,0.00027737781248312926,58,512,29696
breastcancoimbra,0,feature_extraction,random,0.02187119998658697,0.0004408006982786071,58,512,29696
breastcancoimbra,0,hscore,random,0.04936939990147948,0.0008672437723623379,58,512,29696
breastcancoimbra,0,transrate,random,0.008468119986355304,0.000789355030257081,58,512,29696
breastcancoimbra,1,complexity_22,raw_tabular,0.012592299996564785,9.944881577630226e-05,58,9,522
breastcancoimbra,1,complexity_n2,raw_tabular,0.0001823666195074717,2.430699713183205e-06,58,9,522
breastcancoimbra,1,complexity_l1,raw_tabular,0.0005221332733829817,5.11627499481988e-06,58,9,522
breastcancoimbra,1,encoding,shared,0.02526340012749036,0.00031022837375454664,58,9,522
breastcancoimbra,1,feature_extraction,imagenet,0.022251699895908434,0.0008578875095948697,58,512,29696
breastcancoimbra,1,hscore,imagenet,0.04967775996774435,0.0008220585109594211,58,512,29696
breastcancoimbra,1,transrate,imagenet,0.008025860041379928,0.0004748416460961871,58,512,29696
breastcancoimbra,1,feature_extraction,random,0.02201019988084833,0.000445358135789548,58,512,29696
breastcancoimbra,1,hscore,random,0.05063985995948315,0.001053911172254736,58,512,29696
breastcancoimbra,1,transrate,random,0.008603899925947189,0.000741545244003464,58,512,29696
breastcancoimbra,2,complexity_22,raw_tabular,0.013452666811645031,0.0001979530459769919,58,9,522
breastcancoimbra,2,complexity_n2,raw_tabular,0.00018406659364700317,1.8207725921335717e-06,58,9,522
breastcancoimbra,2,complexity_l1,raw_tabular,0.0005750333269437154,0.00011897177770062206,58,9,522
breastcancoimbra,2,encoding,shared,0.024952566872040432,0.0003523366055093621,58,9,522
breastcancoimbra,2,feature_extraction,imagenet,0.027106499920288723,0.0018995020589438175,58,512,29696
breastcancoimbra,2,hscore,imagenet,0.050946700107306245,0.0005423681360748612,58,512,29696
breastcancoimbra,2,transrate,imagenet,0.008069959934800863,0.0003391929427561861,58,512,29696
breastcancoimbra,2,feature_extraction,random,0.022462166690578062,0.0009574280897652055,58,512,29696
breastcancoimbra,2,hscore,random,0.04914497993886471,0.0015061107550198263,58,512,29696
breastcancoimbra,2,transrate,random,0.008003719989210368,0.0002797002182888492,58,512,29696
breastcancoimbra,3,complexity_22,raw_tabular,0.01274336657176415,0.0001201977109296461,58,9,522
breastcancoimbra,3,complexity_n2,raw_tabular,0.00018903333693742752,7.340616591865889e-06,58,9,522
breastcancoimbra,3,complexity_l1,raw_tabular,0.0005456334911286831,7.523406876422562e-06,58,9,522
breastcancoimbra,3,encoding,shared,0.025051566461722057,0.0006876789621459799,58,9,522
breastcancoimbra,3,feature_extraction,imagenet,0.022577599932750065,0.0002562299270225914,58,512,29696
breastcancoimbra,3,hscore,imagenet,0.04985444014891982,0.0011755430160168905,58,512,29696
breastcancoimbra,3,transrate,imagenet,0.009232999943196773,0.0010933386487926614,58,512,29696
breastcancoimbra,3,feature_extraction,random,0.021835966501384974,4.805774801617964e-05,58,512,29696
breastcancoimbra,3,hscore,random,0.04915993995964527,0.0019968346742176035,58,512,29696
breastcancoimbra,3,transrate,random,0.009434940014034509,0.001767508744975872,58,512,29696
breastcancoimbra,4,complexity_22,raw_tabular,0.012435500044375658,7.252726348608711e-05,58,9,522
breastcancoimbra,4,complexity_n2,raw_tabular,0.0001854331543048223,8.390954605879815e-06,58,9,522
breastcancoimbra,4,complexity_l1,raw_tabular,0.0005335334377984206,1.3010420731208227e-05,58,9,522
breastcancoimbra,4,encoding,shared,0.025202966605623562,0.0003572689223500492,58,9,522
breastcancoimbra,4,feature_extraction,imagenet,0.02175313342983524,0.0002493883779382095,58,512,29696
breastcancoimbra,4,hscore,imagenet,0.047967900056391954,0.001280259736115188,58,512,29696
breastcancoimbra,4,transrate,imagenet,0.00796462008729577,0.000277251969151924,58,512,29696
breastcancoimbra,4,feature_extraction,random,0.02184286682556073,0.00038509551772969333,58,512,29696
breastcancoimbra,4,hscore,random,0.049430180061608556,0.0010029835932975396,58,512,29696
breastcancoimbra,4,transrate,random,0.008555940072983503,0.0007648020129162554,58,512,29696
breastcancoimbra,5,complexity_22,raw_tabular,0.012660033535212278,0.0003770040468556642,58,9,522
breastcancoimbra,5,complexity_n2,raw_tabular,0.00018423314516743025,7.759733661337579e-06,58,9,522
breastcancoimbra,5,complexity_l1,raw_tabular,0.0005300333723425865,1.2916356396412883e-05,58,9,522
breastcancoimbra,5,encoding,shared,0.02452459993461768,0.0006851723103395011,58,9,522
breastcancoimbra,5,feature_extraction,imagenet,0.021857233407596748,0.0004523234232927741,58,512,29696
breastcancoimbra,5,hscore,imagenet,0.04841816006228328,0.001770931608118713,58,512,29696
breastcancoimbra,5,transrate,imagenet,0.008762400038540364,0.0015384195259769485,58,512,29696
breastcancoimbra,5,feature_extraction,random,0.021856900149335463,0.00020427204245940857,58,512,29696
breastcancoimbra,5,hscore,random,0.050303100049495696,0.0016638793720683005,58,512,29696
breastcancoimbra,5,transrate,random,0.008078480139374733,0.00034037906388953995,58,512,29696
breastcancoimbra,6,complexity_22,raw_tabular,0.012441966527452072,0.0002612320668796971,58,9,522
breastcancoimbra,6,complexity_n2,raw_tabular,0.0001875332867105802,6.375001351432864e-06,58,9,522
breastcancoimbra,6,complexity_l1,raw_tabular,0.0005355332978069782,3.127878268726405e-05,58,9,522
breastcancoimbra,6,encoding,shared,0.02428690002610286,8.017199479654613e-05,58,9,522
breastcancoimbra,6,feature_extraction,imagenet,0.023281433309117954,0.0017307181734863345,58,512,29696
breastcancoimbra,6,hscore,imagenet,0.04843426002189517,0.0012820702455358097,58,512,29696
breastcancoimbra,6,transrate,imagenet,0.008278940152376891,0.0006553162460868464,58,512,29696
breastcancoimbra,6,feature_extraction,random,0.022623933230837185,0.0013993987227422565,58,512,29696
breastcancoimbra,6,hscore,random,0.050208779890090226,0.0007798828544923582,58,512,29696
breastcancoimbra,6,transrate,random,0.008681360073387623,0.0016001661743927462,58,512,29696
breastcancoimbra,7,complexity_22,raw_tabular,0.013794333208352327,0.00015479370238979497,58,9,522
breastcancoimbra,7,complexity_n2,raw_tabular,0.0002463667963941892,4.515562512614787e-05,58,9,522
breastcancoimbra,7,complexity_l1,raw_tabular,0.0005308333784341812,1.1396749647389919e-05,58,9,522
breastcancoimbra,7,encoding,shared,0.024072566845764715,0.0002663143850122185,58,9,522
breastcancoimbra,7,feature_extraction,imagenet,0.021711533268292744,0.0002794012209771604,58,512,29696
breastcancoimbra,7,hscore,imagenet,0.04961085999384522,0.0004893935973450119,58,512,29696
breastcancoimbra,7,transrate,imagenet,0.008909079991281033,0.001061007066005469,58,512,29696
breastcancoimbra,7,feature_extraction,random,0.021890633273869753,0.0003629087464025677,58,512,29696
breastcancoimbra,7,hscore,random,0.04855960011482239,0.00150354475047762,58,512,29696
breastcancoimbra,7,transrate,random,0.008163459971547127,0.0003552918294578952,58,512,29696
breastcancoimbra,8,complexity_22,raw_tabular,0.01276016654446721,6.747896796721694e-05,58,9,522
breastcancoimbra,8,complexity_n2,raw_tabular,0.00018726661801338196,6.097255129064247e-06,58,9,522
breastcancoimbra,8,complexity_l1,raw_tabular,0.0005537667311728001,7.807997302582004e-06,58,9,522
breastcancoimbra,8,encoding,shared,0.02396403330688675,0.00013957665764079597,58,9,522
breastcancoimbra,8,feature_extraction,imagenet,0.022054966694364946,0.00017146445347123457,58,512,29696
breastcancoimbra,8,hscore,imagenet,0.050855439994484185,0.0012012024283716005,58,512,29696
breastcancoimbra,8,transrate,imagenet,0.009312920086085797,0.0016060146520584086,58,512,29696
breastcancoimbra,8,feature_extraction,random,0.025324366831531126,0.0028367092296092424,58,512,29696
breastcancoimbra,8,hscore,random,0.04873935980722308,0.0015748060470131043,58,512,29696
breastcancoimbra,8,transrate,random,0.008997220173478126,0.001189400956848276,58,512,29696
breastcancoimbra,9,complexity_22,raw_tabular,0.013041666708886623,9.46596519683777e-05,58,9,522
breastcancoimbra,9,complexity_n2,raw_tabular,0.0001810002140700817,2.3339103832965605e-06,58,9,522
breastcancoimbra,9,complexity_l1,raw_tabular,0.0006455999488631884,1.0579205708975595e-05,58,9,522
breastcancoimbra,9,encoding,shared,0.023814800040175516,0.00026289933544329893,58,9,522
breastcancoimbra,9,feature_extraction,imagenet,0.027845699960986774,0.00281820646643643,58,512,29696
breastcancoimbra,9,hscore,imagenet,0.05013981992378831,0.0014705314737589088,58,512,29696
breastcancoimbra,9,transrate,imagenet,0.00818942002952099,0.00016686452482561322,58,512,29696
breastcancoimbra,9,feature_extraction,random,0.022920799907296896,0.0005715651441840738,58,512,29696
breastcancoimbra,9,hscore,random,0.053147880081087354,0.004569886705282492,58,512,29696
breastcancoimbra,9,transrate,random,0.007959659956395627,0.00020400665817191813,58,512,29696
cryotherapy,0,complexity_22,raw_tabular,0.009896166622638702,0.00011071770995143464,45,6,270
cryotherapy,0,complexity_n2,raw_tabular,0.00012429989874362946,6.1821930602342195e-06,45,6,270
cryotherapy,0,complexity_l1,raw_tabular,0.0005163333068291346,1.6705230959659506e-05,45,6,270
cryotherapy,0,encoding,shared,0.018965366451690596,0.0002809750490262818,45,6,270
cryotherapy,0,feature_extraction,imagenet,0.01920786655197541,0.002663375470602632,45,512,23040
cryotherapy,0,hscore,imagenet,0.051002780068665744,0.0011111960904470449,45,512,23040
cryotherapy,0,transrate,imagenet,0.008669439982622863,0.001426029340381742,45,512,23040
cryotherapy,0,feature_extraction,random,0.021935033456732828,0.0002903135366408924,45,512,23040
cryotherapy,0,hscore,random,0.050347699970006946,0.0009859585215957426,45,512,23040
cryotherapy,0,transrate,random,0.008758619986474514,0.001098171178663137,45,512,23040
cryotherapy,1,complexity_22,raw_tabular,0.009695300056288639,4.503250370178697e-05,45,6,270
cryotherapy,1,complexity_n2,raw_tabular,0.00012069987133145332,2.557370949524296e-06,45,6,270
cryotherapy,1,complexity_l1,raw_tabular,0.000487733477105697,4.858153511886922e-06,45,6,270
cryotherapy,1,encoding,shared,0.018625233167161543,0.00030208761467292924,45,6,270
cryotherapy,1,feature_extraction,imagenet,0.022363266597191494,0.00023974467435845838,45,512,23040
cryotherapy,1,hscore,imagenet,0.04983836002647877,0.0016534366140323576,45,512,23040
cryotherapy,1,transrate,imagenet,0.008808360248804093,0.000712739246614468,45,512,23040
cryotherapy,1,feature_extraction,random,0.02108833333477378,0.0010366418820956917,45,512,23040
cryotherapy,1,hscore,random,0.050392920058220624,0.001088075120808968,45,512,23040
cryotherapy,1,transrate,random,0.008078199997544288,0.00047227795976813634,45,512,23040
cryotherapy,2,complexity_22,raw_tabular,0.009819199951986471,6.313695451587727e-05,45,6,270
