dataset,fold,method,init,mean_seconds,std_seconds,n_samples,n_features,size_proxy
cryotherapy,2,complexity_density,raw_tabular,0.0007339664734899998,5.634519946282499e-06,45,6,270
cryotherapy,2,encoding,shared,0.01865223345036308,0.00032188070163878573,45,6,270
cryotherapy,2,feature_extraction,imagenet,0.01619656678910057,0.00040898232210986066,45,512,23040
cryotherapy,2,hscore,imagenet,0.05143651999533176,0.0020665191757074197,45,512,23040
cryotherapy,2,transrate,imagenet,0.010597379971295595,0.0026867244823486837,45,512,23040
cryotherapy,2,feature_extraction,random,0.016059933230280876,0.00018386467315236978,45,512,23040
cryotherapy,2,hscore,random,0.04949511997401714,0.0018790680227507431,45,512,23040
cryotherapy,2,transrate,random,0.00828949986025691,0.0009046755594351752,45,512,23040
cryotherapy,3,complexity_22,raw_tabular,0.0096668666228652,4.833026972369459e-05,45,6,270
cryotherapy,3,complexity_l2,raw_tabular,0.0004303666452566783,9.435727357495367e-06,45,6,270
cryotherapy,3,complexity_density,raw_tabular,0.0007393333750466505,8.52934722096596e-06,45,6,270
cryotherapy,3,encoding,shared,0.01853359987338384,0.0002961256230948567,45,6,270
cryotherapy,3,feature_extraction,imagenet,0.016260366886854172,0.0003952589588829386,45,512,23040
cryotherapy,3,hscore,imagenet,0.050256540067493916,0.0011571151983455498,45,512,23040
cryotherapy,3,transrate,imagenet,0.008046219870448113,0.0003775549240703918,45,512,23040
cryotherapy,3,feature_extraction,random,0.01609373341004054,0.00041046692866001267,45,512,23040
cryotherapy,3,hscore,random,0.04873159993439913,0.0011274709273459975,45,512,23040
cryotherapy,3,transrate,random,0.01137212011963129,0.005807091888627978,45,512,23040
cryotherapy,4,complexity_22,raw_tabular,0.009374100094040235,6.746050115566896e-05,45,6,270
cryotherapy,4,complexity_l2,raw_tabular,0.0004431667427221934,6.423896731581267e-06,45,6,270
cryotherapy,4,complexity_density,raw_tabular,0.0007229667777816454,3.725121828746821e-06,45,6,270
cryotherapy,4,encoding,shared,0.018905699873963993,0.0001793321013264133,45,6,270
cryotherapy,4,feature_extraction,imagenet,0.015861399937421083,4.9030701321012836e-05,45,512,23040
cryotherapy,4,hscore,imagenet,0.04797597993165255,0.00035481017782547483,45,512,23040
cryotherapy,4,transrate,imagenet,0.008245040103793145,0.0009128720569727411,45,512,23040
cryotherapy,4,feature_extraction,random,0.016002233295391004,6.971556009582996e-05,45,512,23040
cryotherapy,4,hscore,random,0.05064576007425785,0.00044151310334728335,45,512,23040
cryotherapy,4,transrate,random,0.013009880110621453,0.0036730158808268424,45,512,23040
cryotherapy,5,complexity_22,raw_tabular,0.009598499940087398,8.77578220779381e-05,45,6,270
cryotherapy,5,complexity_l2,raw_tabular,0.0004260667289296786,1.3721026814914924e-05,45,6,270
cryotherapy,5,complexity_density,raw_tabular,0.0007321001030504704,1.3737825478837184e-05,45,6,270
cryotherapy,5,encoding,shared,0.018162266661723454,0.00015242537557303188,45,6,270
cryotherapy,5,feature_extraction,imagenet,0.01598303330441316,4.8484826568123495e-05,45,512,23040
cryotherapy,5,hscore,imagenet,0.049874739907681945,0.0027943462213769997,45,512,23040
cryotherapy,5,transrate,imagenet,0.0077753598801791664,0.00011134494160704994,45,512,23040
cryotherapy,5,feature_extraction,random,0.016105800090978544,0.00012081902931428308,45,512,23040
cryotherapy,5,hscore,random,0.050759839918464424,0.0007582112289118969,45,512,23040
cryotherapy,5,transrate,random,0.008449659775942564,0.0006394682448752043,45,512,23040
cryotherapy,6,complexity_22,raw_tabular,0.010694800255199274,0.0014565340082908522,45,6,270
cryotherapy,6,complexity_l2,raw_tabular,0.0012884334040184815,0.00038551920188041925,45,6,270
cryotherapy,6,complexity_density,raw_tabular,0.001346966562171777,3.1055816768303754e-05,45,6,270
cryotherapy,6,encoding,shared,0.01875323336571455,0.00013276877812495028,45,6,270
cryotherapy,6,feature_extraction,imagenet,0.016267099883407354,0.0004924669413842958,45,512,23040
cryotherapy,6,hscore,imagenet,0.05250703990459442,0.0039023980439055555,45,512,23040
cryotherapy,6,transrate,imagenet,0.007732200063765049,9.145163286222426e-05,45,512,23040
cryotherapy,6,feature_extraction,random,0.019869999960064888,0.0029727957090990033,45,512,23040
cryotherapy,6,hscore,random,0.04868051987141371,0.0012698270891592209,45,512,23040
cryotherapy,6,transrate,random,0.008348719961941243,0.0008947820921594925,45,512,23040
cryotherapy,7,complexity_22,raw_tabular,0.009737666851530472,0.00015115043513432588,45,6,270
cryotherapy,7,complexity_l2,raw_tabular,0.0004402000146607558,2.8881293682256506e-06,45,6,270
cryotherapy,7,complexity_density,raw_tabular,0.0007540001533925533,2.652188957757866e-05,45,6,270
cryotherapy,7,encoding,shared,0.021555933480461437,0.0030239932200034863,45,6,270
cryotherapy,7,feature_extraction,imagenet,0.016190499998629093,0.0003375148487470272,45,512,23040
cryotherapy,7,hscore,imagenet,0.049618379957973954,0.0008823757543981096,45,512,23040
cryotherapy,7,transrate,imagenet,0.011253780033439399,0.005957244485418737,45,512,23040
cryotherapy,7,feature_extraction,random,0.01606220006942749,0.00011035994426109051,45,512,23040
cryotherapy,7,hscore,random,0.049588939920067784,0.0015834571837746972,45,512,23040
cryotherapy,7,transrate,random,0.00851977989077568,0.0008979660113846988,45,512,23040
cryotherapy,8,complexity_22,raw_tabular,0.009662533334145943,7.66755985736796e-05,45,6,270
cryotherapy,8,complexity_l2,raw_tabular,0.0004290334569911162,7.0552539656495055e-06,45,6,270
cryotherapy,8,complexity_density,raw_tabular,0.0007402333430945873,1.1805966266257796e-05,45,6,270
cryotherapy,8,encoding,shared,0.01874046664064129,1.3861757564036311e-05,45,6,270
cryotherapy,8,feature_extraction,imagenet,0.016222600049028795,0.0004141259768120571,45,512,23040
cryotherapy,8,hscore,imagenet,0.0477882600389421,0.0009027201650770387,45,512,23040
cryotherapy,8,transrate,imagenet,0.009327600058168174,0.0019881609851955533,45,512,23040
cryotherapy,8,feature_extraction,random,0.02212196650604407,0.0004829122685076611,45,512,23040
cryotherapy,8,hscore,random,0.04809129992499948,0.0010274305101984791,45,512,23040
cryotherapy,8,transrate,random,0.009663039818406105,0.0028479339544375273,45,512,23040
cryotherapy,9,complexity_22,raw_tabular,0.010127033417423567,0.0001799116202881943,45,6,270
cryotherapy,9,complexity_l2,raw_tabular,0.00044076672444740933,3.6707259913653374e-06,45,6,270
cryotherapy,9,complexity_density,raw_tabular,0.000737533438950777,1.3640571766455533e-05,45,6,270
cryotherapy,9,encoding,shared,0.018791400051365297,0.00012327805251164813,45,6,270
cryotherapy,9,feature_extraction,imagenet,0.016019766684621572,7.023498942272725e-05,45,512,23040
cryotherapy,9,hscore,imagenet,0.05010470002889633,0.0008817503899801427,45,512,23040
cryotherapy,9,transrate,imagenet,0.009916559979319572,0.003307351127866942,45,512,23040
cryotherapy,9,feature_extraction,random,0.016028366672496002,0.0001987352975381423,45,512,23040
cryotherapy,9,hscore,random,0.049819739907979964,0.0008905317506030276,45,512,23040
cryotherapy,9,transrate,random,0.009066459909081458,0.0019433177261491627,45,512,23040
german,0,complexity_22,raw_tabular,0.2586354667631288,0.002586723186594941,500,24,12000
german,0,complexity_l2,raw_tabular,0.0022755333532889685,0.00017594963293486845,500,24,12000
german,0,complexity_density,raw_tabular,0.019449966649214428,0.0003409417190928393,500,24,12000
german,0,encoding,shared,0.20104623337586722,0.0027278263438666665,500,24,12000
german,0,feature_extraction,imagenet,0.17986036697402596,0.002812261181055435,500,512,256000
german,0,hscore,imagenet,0.05813684007152915,0.001438103042314754,500,512,256000
german,0,transrate,imagenet,0.011620080098509789,0.0005512398726424904,500,512,256000
german,0,feature_extraction,random,0.17331080014506975,0.00013114609224115773,500,512,256000
german,0,hscore,random,0.05983767993748188,0.0013839671591261882,500,512,256000
german,0,transrate,random,0.011671900004148483,0.0007291590683924624,500,512,256000
german,1,complexity_22,raw_tabular,0.2615191664857169,0.0017464052572504103,500,24,12000
german,1,complexity_l2,raw_tabular,0.002172100047270457,0.00011744108568574652,500,24,12000
german,1,complexity_density,raw_tabular,0.019569266587495804,0.00020306558945307416,500,24,12000
german,1,encoding,shared,0.2038181332560877,0.005497064648357633,500,24,12000
german,1,feature_extraction,imagenet,0.17915279992545644,0.002711696120931437,500,512,256000
german,1,hscore,imagenet,0.05577552001923323,0.001898337317178576,500,512,256000
german,1,transrate,imagenet,0.012042079959064722,0.0020250774127414132,500,512,256000
german,1,feature_extraction,random,0.17388843356942138,0.0020875303084824676,500,512,256000
german,1,hscore,random,0.058792379964143035,0.00035303071650904426,500,512,256000
german,1,transrate,random,0.011815839912742376,0.0004276353721200318,500,512,256000
german,2,complexity_22,raw_tabular,0.2605927668822308,0.001289916972138858,500,24,12000
german,2,complexity_l2,raw_tabular,0.0020625999507804713,1.102288282808831e-05,500,24,12000
german,2,complexity_density,raw_tabular,0.019961733215798933,0.00035455942990712157,500,24,12000
german,2,encoding,shared,0.20261416661863527,0.004522788346626927,500,24,12000
german,2,feature_extraction,imagenet,0.175134500178198,0.0011990206829661728,500,512,256000
german,2,hscore,imagenet,0.05722327996045351,0.0016603500370494435,500,512,256000
german,2,transrate,imagenet,0.011680860072374344,0.0011091048352750267,500,512,256000
german,2,feature_extraction,random,0.17908853323509297,0.004387736234727693,500,512,256000
german,2,hscore,random,0.05849672006443143,0.0007569044766902041,500,512,256000
german,2,transrate,random,0.013245479948818684,0.00238790852613419,500,512,256000
german,3,complexity_22,raw_tabular,0.26167413343985874,0.002024942471110924,500,24,12000
german,3,complexity_l2,raw_tabular,0.0021265999724467597,7.321649230157834e-05,500,24,12000
german,3,complexity_density,raw_tabular,0.02048070014764865,0.0010890445356450573,500,24,12000
german,3,encoding,shared,0.19705946696922183,0.002834090007819972,500,24,12000
german,3,feature_extraction,imagenet,0.18404616663853327,0.006823410916586516,500,512,256000
german,3,hscore,imagenet,0.05662652002647519,0.0012347793969777572,500,512,256000
german,3,transrate,imagenet,0.012934139929711819,0.002333694576017492,500,512,256000
german,3,feature_extraction,random,0.18198869998256365,0.004588147985875267,500,512,256000
german,3,hscore,random,0.05870505990460515,0.0015489178084447854,500,512,256000
german,3,transrate,random,0.011092459876090288,0.00040521293229862806,500,512,256000
german,4,complexity_22,raw_tabular,0.26229613336424035,0.0008422820576382174,500,24,12000
german,4,complexity_l2,raw_tabular,0.0027925665490329266,0.00010544259539935961,500,24,12000
german,4,complexity_density,raw_tabular,0.019851966605832178,0.00011597011964620327,500,24,12000
german,4,encoding,shared,0.19526319981863102,0.0019515012679880794,500,24,12000
german,4,feature_extraction,imagenet,0.17794926650822163,0.003888114473342351,500,512,256000
german,4,hscore,imagenet,0.05674827992916107,0.000744466433519202,500,512,256000
german,4,transrate,imagenet,0.011916760168969632,0.0011034934016875219,500,512,256000
german,4,feature_extraction,random,0.1816288665868342,0.00874668901224605,500,512,256000
german,4,hscore,random,0.058224939927458766,0.0006066357417561573,500,512,256000
german,4,transrate,random,0.011038860119879246,0.0006239979175367225,500,512,256000
german,5,complexity_22,raw_tabular,0.2606872332592805,0.0010862355398933061,500,24,12000
german,5,complexity_l2,raw_tabular,0.001965966851760944,0.00011011544988605938,500,24,12000
german,5,complexity_density,raw_tabular,0.019567033275961876,0.0005099974719377815,500,24,12000
german,5,encoding,shared,0.2003905000165105,0.0013730437699207235,500,24,12000
german,5,feature_extraction,imagenet,0.18747510000442466,0.008713489211397757,500,512,256000
german,5,hscore,imagenet,0.055883320048451424,0.0007107413948159437,500,512,256000
german,5,transrate,imagenet,0.011041919980198146,0.0007819347015333894,500,512,256000
german,5,feature_extraction,random,0.17679626680910587,0.0038625190657342015,500,512,256000
german,5,hscore,random,0.057119520101696256,0.001176696831877187,500,512,256000
german,5,transrate,random,0.01080884002149105,0.0005018302616292573,500,512,256000
german,6,complexity_22,raw_tabular,0.25983323343098164,0.0020607665161338153,500,24,12000
german,6,complexity_l2,raw_tabular,0.002230266574770212,0.00010294241284953164,500,24,12000
german,6,complexity_density,raw_tabular,0.020145466551184654,0.00047593139665265736,500,24,12000
german,6,encoding,shared,0.1932167666964233,0.0015234995224219438,500,24,12000
german,6,feature_extraction,imagenet,0.18333099984253445,0.011208888786623504,500,512,256000
german,6,hscore,imagenet,0.058351659867912534,0.0006823713479978772,500,512,256000
german,6,transrate,imagenet,0.01368656000122428,0.0027214196012689484,500,512,256000
german,6,feature_extraction,random,0.17456433347736797,0.0018073935078577682,500,512,256000
german,6,hscore,random,0.060352680180221795,0.0009538780427872918,500,512,256000
german,6,transrate,random,0.012406380008906126,0.0003190692781655758,500,512,256000
german,7,complexity_22,raw_tabular,0.25731473322957754,0.00128233214138071,500,24,12000
german,7,complexity_l2,raw_tabular,0.0019937998925646148,0.00011824598694514832,500,24,12000
german,7,complexity_density,raw_tabular,0.020291633438318968,0.0004524444612496668,500,24,12000
german,7,encoding,shared,0.20108166662976146,0.0018802385083156567,500,24,12000
german,7,feature_extraction,imagenet,0.17850330006331205,0.005176496455104518,500,512,256000
german,7,hscore,imagenet,0.059122040029615165,0.0012639948242024613,500,512,256000
german,7,transrate,imagenet,0.013519859779626131,0.0008572327078167235,500,512,256000
german,7,feature_extraction,random,0.18078623324011764,0.003706383408243959,500,512,256000
german,7,hscore,random,0.058054839912801984,0.0006138202454535011,500,512,256000
german,7,transrate,random,0.012341940123587847,0.0012205259623119082,500,512,256000
german,8,complexity_22,raw_tabular,0.2599529332170884,0.0027764063068945544,500,24,12000
german,8,complexity_l2,raw_tabular,0.0021106332230071225,1.911807124983958e-05,500,24,12000
german,8,complexity_density,raw_tabular,0.019635933296134073,0.00010145413055706694,500,24,12000
german,8,encoding,shared,0.19773246673867106,0.002970517800761401,500,24,12000
german,8,feature_extraction,imagenet,0.1754829998438557,0.0016620115940754545,500,512,256000
german,8,hscore,imagenet,0.05645022001117468,0.0013559500126224995,500,512,256000
german,8,transrate,imagenet,0.011711559910327195,0.0006482999109905243,500,512,256000
german,8,feature_extraction,random,0.1738926333685716,0.0011696923871359407,500,512,256000
german,8,hscore,random,0.05826941980049014,0.0011199503597683878,500,512,256000
german,8,transrate,random,0.012299839965999126,0.0005372442281888026,500,512,256000
german,9,complexity_22,raw_tabular,0.25998893349121016,0.0015811387454520097,500,24,12000
german,9,complexity_l2,raw_tabular,0.0022061999576787152,0.00011162929294325109,500,24,12000
german,9,complexity_density,raw_tabular,0.01999523350968957,5.370881508826499e-05,500,24,12000
german,9,encoding,shared,0.1981857668918868,0.0019136563997805927,500,24,12000
german,9,feature_extraction,imagenet,0.1891479332310458,0.0106601272609279,500,512,256000
german,9,hscore,imagenet,0.05682506021112203,0.0017553832360111972,500,512,256000
german,9,transrate,imagenet,0.010990619938820601,0.0009118553384533642,500,512,256000
german,9,feature_extraction,random,0.17517083324491978,0.0009277537617593348,500,512,256000
german,9,hscore,random,0.061241260077804324,0.001587369898682282,500,512,256000
german,9,transrate,random,0.014463699888437986,0.002996201052688127,500,512,256000
haberman,0,complexity_22,raw_tabular,0.025232333379487198,9.611124937755531e-05,153,3,459
haberman,0,complexity_l2,raw_tabular,0.00044249991575876874,8.940965294818076e-06,153,3,459
haberman,0,complexity_density,raw_tabular,0.002668266805509726,0.00020407584159263148,153,3,459
haberman,0,encoding,shared,0.05808303318917751,0.0009625733044395878,153,3,459
haberman,0,feature_extraction,imagenet,0.05453636683523655,0.00015579182082135992,153,512,78336
haberman,0,hscore,imagenet,0.04770367993041873,0.0011707812293957525,153,512,78336
haberman,0,transrate,imagenet,0.008962220046669245,0.002328747024270427,153,512,78336
haberman,0,feature_extraction,random,0.05463743334015211,0.00017102657405226824,153,512,78336
haberman,0,hscore,random,0.04896799996495247,0.0015074442952715261,153,512,78336
haberman,0,transrate,random,0.00861884020268917,0.0006109775372136224,153,512,78336
haberman,1,complexity_22,raw_tabular,0.025732000047961872,0.00012057423424073435,153,3,459
haberman,1,complexity_l2,raw_tabular,0.00046043330803513527,1.902061654856899e-05,153,3,459
haberman,1,complexity_density,raw_tabular,0.002549833462884029,1.0138213530254308e-05,153,3,459
haberman,1,encoding,shared,0.05801156675443053,0.000651134702518188,153,3,459
haberman,1,feature_extraction,imagenet,0.05458213326831659,0.0005157346768940825,153,512,78336
haberman,1,hscore,imagenet,0.04764973996207118,0.0003602080460505208,153,512,78336
haberman,1,transrate,imagenet,0.011050540022552013,0.004587707293011814,153,512,78336
haberman,1,feature_extraction,random,0.054548833363999925,0.00045047798129058114,153,512,78336
haberman,1,hscore,random,0.047334139980375764,0.000916591766704209,153,512,78336
haberman,1,transrate,random,0.009257819969207048,0.0020517616916779463,153,512,78336
haberman,2,complexity_22,raw_tabular,0.024951833300292492,0.00024359535324703055,153,3,459
haberman,2,complexity_l2,raw_tabular,0.0004339666726688544,7.734828377517498e-06,153,3,459
haberman,2,complexity_density,raw_tabular,0.002550299900273482,1.6519168312815795e-05,153,3,459
haberman,2,encoding,shared,0.057372566778212786,0.0009241491184119799,153,3,459
haberman,2,feature_extraction,imagenet,0.05534889983634154,0.0015202803130535045,153,512,78336
haberman,2,hscore,imagenet,0.04799685999751091,0.0022112418742052478,153,512,78336
haberman,2,transrate,imagenet,0.00867474004626274,0.0005007989695206302,153,512,78336
haberman,2,feature_extraction,random,0.05443326678747932,6.562772138577842e-05,153,512,78336
haberman,2,hscore,random,0.046989019960165024,0.0007471486532963268,153,512,78336
haberman,2,transrate,random,0.01104762004688382,0.003516285537849162,153,512,78336
haberman,3,complexity_22,raw_tabular,0.026842933303366106,0.0006905067128286561,153,3,459
haberman,3,complexity_l2,raw_tabular,0.0005574001309772333,5.492400078926285e-05,153,3,459
haberman,3,complexity_density,raw_tabular,0.0025879667761425176,1.830047660933166e-05,153,3,459
haberman,3,encoding,shared,0.057615100095669426,0.0011707458546777896,153,3,459
haberman,3,feature_extraction,imagenet,0.054627866484224796,0.0003305053012482618,153,512,78336
haberman,3,hscore,imagenet,0.0491492198780179,0.0011266041573696297,153,512,78336
haberman,3,transrate,imagenet,0.009523340035229921,0.001484527078608412,153,512,78336
haberman,3,feature_extraction,random,0.054295333568006754,9.123575959160248e-05,153,512,78336
haberman,3,hscore,random,0.04974884008988738,0.0009258880376534029,153,512,78336
haberman,3,transrate,random,0.009381499793380498,0.001576481510054055,153,512,78336
haberman,4,complexity_22,raw_tabular,0.025563866676141817,0.0003744430448031629,153,3,459
haberman,4,complexity_l2,raw_tabular,0.00043990012879172963,1.6990715232763516e-05,153,3,459
haberman,4,complexity_density,raw_tabular,0.002503900167842706,1.582810127703031e-05,153,3,459
haberman,4,encoding,shared,0.05756089991579453,0.0004661316322448977,153,3,459
haberman,4,feature_extraction,imagenet,0.05875273343796531,0.00630687200128989,153,512,78336
haberman,4,hscore,imagenet,0.0475611599162221,0.0010470766232834917,153,512,78336
haberman,4,transrate,imagenet,0.009753540065139532,0.0015467853342441393,153,512,78336
haberman,4,feature_extraction,random,0.05458849994465709,0.0005994007091685717,153,512,78336
haberman,4,hscore,random,0.047148219868540765,0.0007625788416339566,153,512,78336
haberman,4,transrate,random,0.011499579902738333,0.003195682908142269,153,512,78336
haberman,5,complexity_22,raw_tabular,0.0255578332580626,0.00021469889556706488,153,3,459
haberman,5,complexity_l2,raw_tabular,0.00044263340532779694,6.450436878086119e-06,153,3,459
haberman,5,complexity_density,raw_tabular,0.002504166681319475,8.227016872518798e-06,153,3,459
haberman,5,encoding,shared,0.05816870012010137,0.0009406566964609794,153,3,459
haberman,5,feature_extraction,imagenet,0.05545429994041721,0.0017345255409449646,153,512,78336
haberman,5,hscore,imagenet,0.047913919854909184,0.0008523098120931337,153,512,78336
haberman,5,transrate,imagenet,0.008846219908446074,0.0008177870781898376,153,512,78336
haberman,5,feature_extraction,random,0.05428163334727287,0.0001962419826370637,153,512,78336
haberman,5,hscore,random,0.049602320045232774,0.0012997712036072698,153,512,78336
haberman,5,transrate,random,0.00876284008845687,0.0004533610698742163,153,512,78336
haberman,6,complexity_22,raw_tabular,0.025977000128477812,0.00029919478184598137,153,3,459
haberman,6,complexity_l2,raw_tabular,0.000431233240912358,8.96871083080946e-06,153,3,459
haberman,6,complexity_density,raw_tabular,0.0025488665948311486,6.6694598078564924e-06,153,3,459
haberman,6,encoding,shared,0.05780403331543008,0.0014343728633315505,153,3,459
haberman,6,feature_extraction,imagenet,0.05422373333324989,7.350967626794971e-05,153,512,78336
haberman,6,hscore,imagenet,0.047762139979749915,0.0008763617131116732,153,512,78336
haberman,6,transrate,imagenet,0.008793379925191403,0.0006779792271727429,153,512,78336
haberman,6,feature_extraction,random,0.05792889976873994,0.0031295398969864593,153,512,78336
haberman,6,hscore,random,0.050044359918683765,0.0020992523314653073,153,512,78336
haberman,6,transrate,random,0.008652939926832914,0.0006646017823038563,153,512,78336
haberman,7,complexity_22,raw_tabular,0.02514879995336135,0.00023364778908769912,153,3,459
haberman,7,complexity_l2,raw_tabular,0.000435766763985157,1.3310836961613533e-05,153,3,459
haberman,7,complexity_density,raw_tabular,0.0025277001162370047,1.7890219498487586e-05,153,3,459
haberman,7,encoding,shared,0.05688803317025304,0.00027428770407177886,153,3,459
haberman,7,feature_extraction,imagenet,0.05440810012320677,7.165841421082555e-05,153,512,78336
haberman,7,hscore,imagenet,0.04836551994085312,0.0007012946612631521,153,512,78336
haberman,7,transrate,imagenet,0.008608280122280121,0.0009605090159270645,153,512,78336
haberman,7,feature_extraction,random,0.0543031330841283,1.3726473731704938e-05,153,512,78336
haberman,7,hscore,random,0.04795286003500223,0.0019241273739989552,153,512,78336
haberman,7,transrate,random,0.009364799968898297,0.0009949654893093218,153,512,78336
haberman,8,complexity_22,raw_tabular,0.025274166526893776,0.0001948601896767254,153,3,459
haberman,8,complexity_l2,raw_tabular,0.00044986667732397717,1.761723149103973e-05,153,3,459
haberman,8,complexity_density,raw_tabular,0.0025324000356098018,1.7074604062020845e-05,153,3,459
haberman,8,encoding,shared,0.05758699976528684,0.0009074860405420882,153,3,459
haberman,8,feature_extraction,imagenet,0.054403533382962145,0.00038962455901326546,153,512,78336
haberman,8,hscore,imagenet,0.04881296018138528,0.0008134354549995321,153,512,78336
haberman,8,transrate,imagenet,0.010649139992892742,0.00416629854590139,153,512,78336
haberman,8,feature_extraction,random,0.05440983331451813,0.0002660708389845238,153,512,78336
haberman,8,hscore,random,0.049549759831279516,0.002393486424140548,153,512,78336
haberman,8,transrate,random,0.008593600057065488,0.0008515810818407795,153,512,78336
haberman,9,complexity_22,raw_tabular,0.02551433335368832,0.0002300776464850357,153,3,459
haberman,9,complexity_l2,raw_tabular,0.0004225997254252434,1.1625348374190648e-05,153,3,459
haberman,9,complexity_density,raw_tabular,0.002551433319846789,2.9947916718966116e-06,153,3,459
haberman,9,encoding,shared,0.05773066667219003,0.0006877391582104776,153,3,459
haberman,9,feature_extraction,imagenet,0.06095563340932131,0.00650044999313693,153,512,78336
haberman,9,hscore,imagenet,0.04732694001868367,0.0011364758678094973,153,512,78336
haberman,9,transrate,imagenet,0.009926160052418708,0.003241814930782027,153,512,78336
haberman,9,feature_extraction,random,0.05455669993534684,0.0002679123696027888,153,512,78336
haberman,9,hscore,random,0.04734399998560548,0.0012688642590039084,153,512,78336
haberman,9,transrate,random,0.008621720038354397,0.0007559124607691187,153,512,78336
heart,0,complexity_22,raw_tabular,0.029929466700802248,7.617970276515419e-05,135,13,1755
heart,0,complexity_l2,raw_tabular,0.0006003665427366892,1.6289827395029192e-05,135,13,1755
heart,0,complexity_density,raw_tabular,0.002521099833150705,3.891174576333034e-06,135,13,1755
heart,0,encoding,shared,0.05308253333593408,0.0002282113148356525,135,13,1755
heart,0,feature_extraction,imagenet,0.04679016675800085,0.00015591331526108857,135,512,69120
heart,0,hscore,imagenet,0.04955831989645958,0.0024876636359734954,135,512,69120
heart,0,transrate,imagenet,0.010408420022577048,0.001660789702936221,135,512,69120
heart,0,feature_extraction,random,0.0494287001589934,0.0020727791185677826,135,512,69120
heart,0,hscore,random,0.0469085599295795,0.0006491305281827645,135,512,69120
heart,0,transrate,random,0.01024274006485939,0.003052638764138759,135,512,69120
heart,1,complexity_22,raw_tabular,0.030056833444784086,0.00024893841248173343,135,13,1755
heart,1,complexity_l2,raw_tabular,0.0005984998618563017,3.3238156876448666e-06,135,13,1755
heart,1,complexity_density,raw_tabular,0.0025797332637012005,2.430509907750184e-05,135,13,1755
heart,1,encoding,shared,0.05486236667881409,0.0014754115509649458,135,13,1755
heart,1,feature_extraction,imagenet,0.04927683326726159,0.003701228030559199,135,512,69120
heart,1,hscore,imagenet,0.053457519970834255,0.002922902067344073,135,512,69120
heart,1,transrate,imagenet,0.00869795996695757,0.0010376377222026587,135,512,69120
heart,1,feature_extraction,random,0.04670096685489019,0.00013887010203124286,135,512,69120
heart,1,hscore,random,0.05077149998396635,0.0014457799930168136,135,512,69120
heart,1,transrate,random,0.00818160017952323,0.0007376427961480636,135,512,69120
heart,2,complexity_22,raw_tabular,0.03043809998780489,0.00024240054743495504,135,13,1755
heart,2,complexity_l2,raw_tabular,0.0006340999777118365,1.9335410604200567e-05,135,13,1755
heart,2,complexity_density,raw_tabular,0.002533066707352797,1.3362530329377976e-05,135,13,1755
heart,2,encoding,shared,0.05319656648983558,0.0007554380201691533,135,13,1755
heart,2,feature_extraction,imagenet,0.04674706654623151,0.00016393969864068972,135,512,69120
heart,2,hscore,imagenet,0.04886007998138666,0.0018064964600146777,135,512,69120
heart,2,transrate,imagenet,0.009944860078394412,0.002996898401444346,135,512,69120
heart,2,feature_extraction,random,0.05029196649168929,0.005278065364045003,135,512,69120
heart,2,hscore,random,0.047120879869908094,0.0010398905447821414,135,512,69120
heart,2,transrate,random,0.00819674003869295,0.0008263728431521226,135,512,69120
heart,3,complexity_22,raw_tabular,0.029812533408403397,0.00020479786322877278,135,13,1755
heart,3,complexity_l2,raw_tabular,0.0005978333453337351,4.294410298637709e-06,135,13,1755
heart,3,complexity_density,raw_tabular,0.002513566675285498,2.610787960729681e-05,135,13,1755
heart,3,encoding,shared,0.0549234333448112,0.000997285189652447,135,13,1755
heart,3,feature_extraction,imagenet,0.04919536675636967,0.003040811343904675,135,512,69120
heart,3,hscore,imagenet,0.04746098006144166,0.0013352515128658108,135,512,69120
heart,3,transrate,imagenet,0.00819908007979393,0.0004998864336386959,135,512,69120
heart,3,feature_extraction,random,0.04676449981828531,0.0005125641885974903,135,512,69120
heart,3,hscore,random,0.04760453999042511,0.0011020065833952267,135,512,69120
heart,3,transrate,random,0.007711459975689649,0.00025958098758169934,135,512,69120
heart,4,complexity_22,raw_tabular,0.02978163321192066,0.0011950343551086508,135,13,1755
heart,4,complexity_l2,raw_tabular,0.0006171334534883499,1.3385631984208264e-05,135,13,1755
heart,4,complexity_density,raw_tabular,0.0024830332646767297,1.1761785687262391e-05,135,13,1755
heart,4,encoding,shared,0.05441413323084513,0.0005107850813196855,135,13,1755
heart,4,feature_extraction,imagenet,0.04677809992184242,4.5217521701680084e-05,135,512,69120
heart,4,hscore,imagenet,0.047559540066868064,0.0005572540651968406,135,512,69120
heart,4,transrate,imagenet,0.008354320004582406,0.0010361876344685535,135,512,69120
heart,4,feature_extraction,random,0.04960006677235166,0.001927972156412602,135,512,69120
heart,4,hscore,random,0.049530480057001114,0.00414762759819635,135,512,69120
heart,4,transrate,random,0.010736339911818504,0.003734052242947675,135,512,69120
heart,5,complexity_22,raw_tabular,0.029986600081125896,0.0001231934901689444,135,13,1755
heart,5,complexity_l2,raw_tabular,0.0006527000417311987,1.1471779835658797e-05,135,13,1755
heart,5,complexity_density,raw_tabular,0.0025654666436215243,6.500078650502093e-06,135,13,1755
heart,5,encoding,shared,0.053972533283134304,0.0008481780509351687,135,13,1755
heart,5,feature_extraction,imagenet,0.04694713341693083,0.00037705137202946295,135,512,69120
heart,5,hscore,imagenet,0.0469853799790144,0.0007158011463233862,135,512,69120
